beta,gamma,exp[beta0],exp[beta1],exp[beta2],exp[beta3],exp[beta4],exp[beta5],exp[beta6],exp[beta7],exp[beta8],exp[beta9],exp[beta10],exp[beta11],exp[beta12],exp[beta13],exp[beta14],exp[beta15],exp[beta16],exp[beta17],exp[beta18],exp[beta19],exp[beta20],exp[beta21],exp[beta22],exp[beta23],exp[beta24],exp[beta25],exp[beta26],exp[beta27],exp[beta28],exp[beta29],exp[beta30],exp[beta31],exp[beta32],exp[beta33],exp[beta34],exp[beta35],exp[beta36],exp[beta37],exp[beta38],exp[beta39],exp[beta40],exp[beta41],exp[beta42],exp[beta43],exp[beta44],exp[beta45],exp[beta46],exp[beta47],exp[beta48],exp[beta49],exp[beta50],exp[beta51],exp[beta52],exp[beta53],exp[beta54],exp[beta55],exp[beta56],exp[beta57],exp[beta58],exp[beta59],exp[beta60],exp[beta61],exp[beta62]
0.0,0.0,2.999999999999962,2.9999999999999627,2.9999999999999654,2.9999999999999574,2.999999999999959,2.9999999999999587,2.9999999999999587,2.99999999999996,2.9999999999999627,2.9999999999999587,2.999999999999962,2.999999999999959,2.9999999999999614,2.999999999999961,2.999999999999962,2.99999999999996,2.999999999999961,2.9999999999999547,2.9999999999999587,2.99999999999996,2.999999999999962,2.999999999999964,2.999999999999962,2.9999999999999583,2.99999999999996,2.99999999999996,2.99999999999996,2.9999999999999587,2.9999999999999645,2.9999999999999583,2.9999999999999627,2.999999999999962,2.9999999999999565,2.9999999999999662,2.999999999999961,2.999999999999962,2.9999999999999583,2.999999999999962,2.999999999999964,2.9999999999999583,2.9999999999999614,2.9999999999999583,2.99999999999996,2.999999999999956,2.99999999999996,2.999999999999962,2.9999999999999645,2.9999999999999614,2.99999999999996,2.9999999999999587,2.9999999999999627,2.9999999999999627,2.999999999999964,2.999999999999962,2.9999999999999614,2.999999999999962,2.9999999999999636,2.999999999999962,2.9999999999999667,2.9999999999999614,2.9999999999999583,2.9999999999999574,2.999999999999962
0.05,0.05,2.999999999999969,2.912554400585214,2.8354210839480944,2.777423523173472,2.7446370698997695,2.7395526271207005,2.7607904470848084,2.8034049712980638,2.8597291163548464,2.9206221802473245,2.976922859474827,3.020877582768847,3.0473193779299206,3.0544129586612527,3.0438512157404243,3.0204758088826478,2.9913862300823957,2.9646830426935225,2.948049129356262,2.9473985139550845,2.965811589298256,3.0029300803217205,3.0549119974371814,3.1149577427864164,3.174327516455681,3.223691633140572,3.2546017402448513,3.2608507335563863,3.239505628930483,3.19144821304106,3.1213350227845726,3.036979017151696,2.948245904073751,2.865634192402335,2.7987576607055917,2.754964248226285,2.7383039651447496,2.7490036639331894,2.7835270419026013,2.8352065819158145,2.8953447260772363,2.954608496973171,3.004496530569108,3.0386471652298246,3.053782427406659,3.050141286600248,3.0313371375456954,3.0036661876873865,2.9749807697019235,2.953310746774884,2.9454561972945776,2.955779127578886,2.985390344867897,3.0318648273696622,3.0895348839387644,3.150318395894307,3.20495403342221,3.244450058519907,3.261518512871928,3.25176778226225,3.2144635851698853,3.152735545218018,3.073193120477297
0.1,0.1,2.9999999999999645,2.8296409015522834,2.679327953505644,2.5662155400125966,2.5021201721923814,2.491895774467209,2.5328772685093486,2.615471932134606,2.724798369227477,2.8431093703602337,2.9526132208484075,3.038247259764125,3.0899672156769546,3.1041944206208107,3.084197942799175,3.039358597738942,2.9834398000655633,2.9321481422932214,2.9003794553446207,2.8995960693325156,2.935760151971574,3.008159651288739,3.109321479953587,3.226033590305776,3.341320866345062,3.437067268130657,3.4968725560682783,3.5086927166842043,3.4668451839883896,3.3730581404187996,3.2363921701307286,3.072038879939938,2.8991770262431404,2.7382144703258153,2.6078406382339034,2.5223438970273193,2.4896066893808713,2.5100849459687447,2.5769239787160725,2.677185067950983,2.793983336236292,2.9091955928982958,3.0063089620010546,3.072961061376929,3.1027733590376103,3.096192980211868,3.060216649104621,3.007048540224423,2.9519134042070485,2.9103805969830554,2.8956323456826834,2.9161184425901983,2.97397816912365,3.064488322434101,3.1766330296780128,3.2947124004235726,3.4007412494366,3.477262371404379,3.5101312575120267,3.490831467855349,3.417951833631567,3.2975869832813482,3.142590872632685
0.15000000000000002,0.15000000000000002,2.999999999999967,2.755432393324316,2.539530760490338,2.376831858976038,2.2842501183764043,2.2687569418045386,2.3265848653447314,2.44407007023675,2.5999903581280908,2.7690222682299606,2.925767283840568,3.048710354952308,3.1234878202152165,3.144953931333261,3.117727741617856,3.055144602144753,2.9767905289813483,2.90502307367453,2.8610434006576106,2.8611555774416786,2.913819341505838,3.017976524673267,3.1629288295266416,3.329797787162383,3.494345533281148,3.6307174315875574,3.7155190154690665,3.7315837853252543,3.670834046074571,3.5357771165697,3.3393918850113056,3.1034123621324197,2.855265960286834,2.6241351420067516,2.4367485959451463,2.3135505362288007,2.2658373935816054,2.2942994249310003,2.3891845298526593,2.5320475354495304,2.6988004182549865,2.8635763931963374,3.002795378285256,3.098789718387357,3.1424216151951003,3.134285882044983,3.0843176991999486,3.009879190158557,2.932640655684527,2.8747639065761588,2.855006026489468,2.885374537063832,2.968877330316814,3.0987367310838274,3.2592041726452505,3.427857046978559,3.5790226623367882,3.687793368248963,3.7340004640673583,3.7055178422828585,3.6003690319168173,3.427297307907122,3.204698570392103
0.2,0.2,2.999999999999969,2.693414611533712,2.4225474248788847,2.2179832296807924,2.1008302832366486,2.0798338083068075,2.1503840424372367,2.2955599486470923,2.4890312133587607,2.6993511790737967,2.8949575320169116,3.0490898128363884,3.1438499942140923,3.1727716000059694,3.141501987758046,3.066503577375146,2.971995306270111,2.885635506419241,2.83364745581185,2.8361774171665433,2.9036380359966234,3.0346333696941676,3.215810324245992,3.423674662406307,3.6280965227350763,3.7969601261780066,3.9012278549331163,3.9196194479207627,3.842163791637008,3.672054898069776,3.425507818758303,3.1296228838244415,2.818578542596482,2.528735079872048,2.2934023002303077,2.1380769887071276,2.076882260308865,2.1107524194168805,2.2276333715271495,2.4046530763309955,2.611908715857943,2.8172656435264054,2.991407357882436,3.112340153313779,3.1686461971681177,3.1609801845492336,3.1015854799627327,3.0119213055967666,2.9187931266126754,2.849616363400053,2.827581291107867,2.867502687352914,2.9730289770559284,3.1356695059946107,3.335809331180582,3.54556429949392,3.733035295836697,3.867295910711674,3.923328017777925,3.8861239301649215,3.7533014217762717,3.5358089664249706,3.2565967313534423
0.25,0.25,2.9999999999999547,2.646117945239751,2.3330998512373387,2.095956409079584,1.958892022702756,1.9320111166087095,2.0101827345910586,2.174224350993555,2.394203096655506,2.634322335792667,2.8586156987861835,3.036547912721964,3.1476412701100434,3.1844050673955513,3.1531176205643967,3.072353365503179,2.9695067851041785,2.8758836293284222,2.82115769064685,2.828092237541133,2.908383145676673,3.0603024519310837,3.2685346913591613,3.506249256587144,3.7390953782647554,3.9304986142152067,4.047427700910196,4.0657216051815315,3.9741312811079306,3.7764289673558156,3.491238724873317,3.1495979823964317,2.7906150599339807,2.455886020003624,2.1835287339654137,2.0027520864495902,1.9297943121457497,1.9658497943756847,2.097292085325473,2.298141529267376,2.5343752951717176,2.769391050431528,2.969758005361531,3.1103484676761695,3.178045585114723,3.1734522453415197,3.1103457657114535,3.012982410560509,2.911698038075157,2.837522154885265,2.8166794845131737,2.8658710334762425,2.989102738965375,3.1765836989346763,3.4058866401731716,3.6452027726647245,3.8581885589866234,4.009646182674207,4.071143181941786,4.025681533607682,3.870671856598101,3.618731588811041,3.2961655997896195
0.30000000000000004,0.30000000000000004,2.999999999999956,2.6149321795293696,2.2737666941861883,2.014148072793239,1.8621663549675365,1.8288319850632089,1.908855141280062,2.0819015805104653,2.3161099567233707,2.573303066988346,2.8150630664818053,3.008709601018256,3.132240517833366,3.1774638478308725,3.1508402096224803,3.071920615352273,2.9696479304008485,2.8771302982997216,2.8257378899606067,2.8394819287907063,2.930590063631232,3.097001907765185,3.3222030262519855,3.577443168015655,3.8260040421750867,4.028853664700536,4.150800265955078,4.166174526695956,4.063138010045528,3.845927384384829,3.534665165919727,3.1627477395967825,2.7722005107065084,2.4077084819285277,2.1102381664785526,1.911230819434066,1.8282573986215112,1.8627965698556548,2.0004645512328607,2.213642039083941,2.4660692874261745,2.718674526195854,2.935711400934875,3.0902377083568653,3.168077027078414,3.169649428286626,3.109398480512599,3.012925211400062,2.91230486155003,2.8403513828992066,2.824761962864625,2.8830929302526997,3.0193862028814684,3.223002878289952,3.4698691787448626,3.7259553336243894,3.9524509908012084,4.111827932759966,4.173835502686288,4.1204793821402,3.949189593240903,3.6736645272318285,3.3222402728116784
0.35000000000000003,0.35000000000000003,2.9999999999999587,2.6000199913590936,2.2448224737441973,1.9728519443505839,1.8108483529988093,1.7702712237987703,1.8460532597018813,2.017857770860624,2.2536231708701964,2.5148216361136577,2.7625938541448583,2.963789244073998,3.095961810769376,3.1505423814128584,3.133701208243271,3.0647842974466526,2.9725938359392714,2.890126476853447,2.848628676916089,2.871936928003185,2.9720254047036225,3.1464914284661676,3.3784006182307813,3.638537470904968,3.889722917628341,4.092528966525458,4.211494399444559,4.220860564273484,4.108916235792037,3.880254498659872,3.5555690771385664,3.1690014769718657,2.763433280141119,2.3844396270054755,2.073829652747485,1.8637643691856998,1.7723519997703903,1.8013893430468357,1.9365818234080894,2.150187406006544,2.405651526711493,2.663491114643655,2.8874942501097673,3.0502580177920238,3.137197394585167,3.148404911769626,3.0980851524583417,3.0116753271371643,2.921131913635186,2.85915529992768,2.8532933397438356,2.9208839930774912,3.065663729532043,3.276603238471172,3.5291771605980173,3.7888861776375844,4.016489350022085,4.174129176810043,4.231385165069683,4.170297125344348,3.988556331927617,3.7003465556126756,3.334683190361997
0.4,0.4,2.99999999999996,2.6003362560240206,2.2442762633638282,1.969316878618265,1.8016743296813826,1.7528307128724951,1.8183186261023871,1.9789120011744927,2.204015772525986,2.456705103610365,2.6996102581694212,2.900715821914924,3.0381627171489045,3.1033049447903425,3.10155418197552,3.0508996391674073,2.978361805790468,2.9149681120948436,2.89007397466093,2.925956919894322,3.0335680039115562,3.21014044674351,3.439059434120703,3.692036247252238,3.933261372889043,4.124893389490613,4.233023619079118,4.233175243177424,4.11446288548645,3.8817441847203793,3.555406408765137,3.168799731657879,2.763696410197926,2.384463875389812,2.0718410612304767,1.8572694168462158,1.7586432003214525,1.7781215161897366,1.9023221267025017,2.1048451220784075,2.350711636039911,2.602006037093706,2.8238260416677687,2.9896027895426265,3.0849585424229424,3.1095063926127207,3.076326593556667,3.009225500424345,2.938236822738939,2.8941049536675476,2.9026522341151177,2.979950487946934,3.1290891040658897,3.3390776028532523,3.586080253897537,3.8368077808632517,4.053545485733688,4.200033032693625,4.247270574643041,4.178331316800231,3.991411385579519,3.700620445767817,3.3343680792774215
0.45,0.45,2.999999999999964,2.6137508427750125,2.268105432548842,1.9980694243006276,1.8283037189045628,1.7699475299631968,1.8194841836223101,1.959803822316293,2.16327500253505,2.396325485075748,2.6248003050860693,2.8192488980759705,2.9593107546247994,3.0365177278664697,3.0550870029059918,3.030601221891313,2.986810219841597,2.951088732842291,2.949298809655281,3.000900559146871,3.1151152798083963,3.2887772089362968,3.50624065726386,3.7413808183145942,3.961391078222663,4.131790359630958,4.221856811214152,4.209630385956985,4.085688440411818,3.855085968293523,3.537136104240882,3.163042485369846,2.77173010017901,2.4045026542372296,2.0993379334107876,1.8856892576333504,1.780581975085013,1.78659151289248,1.8919956552119923,2.0730547264963493,2.2980425662103356,2.5323806103258835,2.744059528957162,2.908493960055264,3.012051810409069,3.0537149655139326,3.044628813206397,3.005636068561412,2.9632124233289665,2.9444765382341482,2.9720944858946585,3.05991557704709,3.2100599005127384,3.411946331973072,3.643439873772848,3.8739580438411454,4.069061361146655,4.195812671943567,4.228062303082706,4.150821240183286,3.963022145785033,3.6782165826700886,3.3230772879558703
